,Unnamed: 0,name,genre_action,genre_adventure,genre_arcade,genre_board games,genre_card,genre_casual,genre_educational,genre_family,genre_fighting,genre_indie,genre_massively multiplayer,genre_platformer,genre_puzzle,genre_rpg,genre_racing,genre_shooter,genre_simulation,genre_sports,genre_strategy,tag_local multiplayer,tag_fantasy,tag_violent,tag_free to play,tag_anime,tag_online multiplayer,tag_great soundtrack,tag_split screen,tag_pixel graphics,tag_story rich,tag_vr,tag_co-op,tag_horror,tag_atmospheric,tag_early access,tag_partial controller support,tag_2d,tag_multiplayer,tag_full controller support,tag_steam cloud,tag_singleplayer,platform_3do,platform_atari,platform_commodore / amiga,platform_sega,platform_neo geo,platform_web,platform_linux,platform_android,platform_nintendo,platform_apple macintosh,platform_ios,platform_xbox,platform_playstation,platform_pc,background_image,esrb_rating.id,owners,price,total_reviews,review_score,released_month,1r,1g,1b,2r,2g,2b,3r,3g,3b,4r,4g,4b,5r,5g,5b
430,430,Lead and Gold: Gangs of the Wild West,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://media.rawg.io/media/screenshots/dad/dadc0032edd296fe58638f36c348919b.jpg,0,"500,000 .. 1,000,000",999,2133,0.720112518,4,100.0701754,90.36363636,71.37001595,219.7586892,192.0863952,116.6087388,45.40628779,33.76904474,23.48246675,196.9636872,213.9357542,215.8547486,168.5620999,149.9692702,95.16005122
431,431,Quantum Conundrum,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,https://media.rawg.io/media/screenshots/a50/a50f57cc5d6baa0d54ae22e039be510d.jpg,2,"200,000 .. 500,000",899,1850,0.847027027,6,66.31600547,76.0123119,66.99316005,138.4906542,159.0817757,159.3574766,105.2496263,50.66666667,34.0328849,52.38731343,36.66716418,24.04552239,157.2962963,110.5648148,55.48148148
432,432,Velocity 2X,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,https://media.rawg.io/media/screenshots/69f/69fe566a79e9f14fc76c56f47c1f6cc4.jpg,2,"50,000 .. 100,000",0,124,0.612903226,9,11.86807388,8.913984169,11.20369393,67.45396146,142.7408994,123.3768737,242.2751323,237.5502646,238.3386243,50.28446115,69.50125313,65.39974937,197.6653386,161.4023904,110.2868526
433,433,Danganronpa: Trigger Happy Havoc,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,https://media.rawg.io/media/games/2fb/2fb35e31727f7ebc1f00bf998d0e22a7.jpg,4,"500,000 .. 1,000,000",1999,22170,0.965674335,11,225.0617284,210.643739,207.7601411,63.78976487,50.00829876,50.11065007,19.67372474,15.56304139,15.3840231,121.1749599,92.84109149,87.29695024,166.1219136,148.5756173,145.0524691
434,434,Manhunt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,https://media.rawg.io/media/games/c23/c23b578d6a9dd1c73ee403157184e793.jpg,0,"200,000 .. 500,000",999,2491,0.681653954,11,1.557650862,2.692349138,2.640086207,247.172973,246.6310811,245.8013514,186.5291667,177.9625,174.3833333,37.98091603,39.65839695,42.96946565,99.50833333,96.91666667,106.975
435,435,ArcaniA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,https://media.rawg.io/media/screenshots/bf9/bf987c6a9734996d3be6838357d369b2.jpg,0,"200,000 .. 500,000",1499,2317,0.548554165,10,123.0123457,111.1783265,88.88340192,77.206,72.586,61.282,201.8945736,215.4806202,217.5596899,30.19310345,29.35747126,27.2137931,191.1966292,159.0589888,117.6011236
436,436,A Virus Named TOM,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,https://media.rawg.io/media/screenshots/35f/35f953424c1aada018490265f76e934d.jpg,2,"200,000 .. 500,000",999,719,0.561891516,8,6.049358342,16.13524186,29.44817374,41.71676301,69.48554913,88.75144509,113.92,172.04,204.08,106.5806452,196.1935484,32.77419355,1.340542833,4.166666667,11.89991518
437,437,CAYNE,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,https://media.rawg.io/media/screenshots/b85/b85ff3afb431efce115e0b402e4ec8ee.jpg,0,"200,000 .. 500,000",0,1461,0.800136893,1,35.98396334,34.10767468,33.50400916,93.93220339,191.6779661,207.559322,3.728769497,3.744800693,3.544627383,13.70714286,93.93571429,127.9428571,107.6090909,75.55909091,66.11363636
438,438,Tales of Zestiria,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,https://media.rawg.io/media/games/3fa/3faaa0edbc190373d53ade59de1acafe.jpg,0,"500,000 .. 1,000,000",4999,7934,0.8234182,1,233.6888056,242.5682914,245.6293519,183.1308411,142.4485981,117.2149533,152.2602524,190.7018927,224.1340694,91.72607261,88.5709571,98.16831683,226.2947368,209.5094737,186.6105263
439,439,Master Levels for Doom II,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,https://media.rawg.io/media/screenshots/f8a/f8ad3beca3f31d3d5033b6442ae4713a.jpg,0,"500,000 .. 1,000,000",1499,660,0.765151515,8,63.24609053,48.981893,26.50864198,30.96375372,25.00496524,13.9816286,111.3333333,233.1666667,102.9166667,104.8181818,107.0852273,66.42045455,177.72,142.7466667,118.3733333
440,440,Papo & Yo,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,https://media.rawg.io/media/screenshots/18b/18b47446f242904662beb3c6efe6b33d.jpg,2,"200,000 .. 500,000",1499,2724,0.934654919,8,141.9140127,152.1767516,165.683121,87.60311958,76.81802426,61.59965338,186.2234763,192.0744921,200.9424379,177.5288462,139.5456731,91.25721154,28.68801464,27.29734675,22.44556267
441,441,Anomaly 2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,https://media.rawg.io/media/games/1d0/1d01242356819c4cdd0f1a4baa46bd37.jpeg,0,"200,000 .. 500,000",1499,841,0.802615933,5,46.93934911,77.49408284,88.70266272,13.16467066,14.93712575,14.20958084,148.0479167,162.4020833,158.0708333,85.77383863,130.4327628,148.398533,132.5275862,221.1068966,233.5862069
442,442,Tom Clancy's Rainbow Six Vegas,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,https://media.rawg.io/media/games/4d3/4d36d90fd20f0c0e7e66a99fd624b03a.jpg,4,"100,000 .. 200,000",999,861,0.793263647,11,243.4829932,196.5632653,79.09251701,25.98210923,9.74952919,8.755178908,173.5740181,34.31722054,22.81722054,249.8031915,238.6152482,197.6010638,220.5459272,108.2859619,46.71403813
443,443,King's Bounty: Crossworlds,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://media.rawg.io/media/games/639/6397bb4efeaef93416b35e905a3a18c1.jpg,0,"200,000 .. 500,000",1499,1032,0.915697674,9,9.694469628,10.15140526,12.76201269,28.15942029,101.2644928,117.8768116,103.2433862,111.6878307,100.4285714,28.17386091,41.93764988,45.64868106,184.1684211,192.5789474,176.5052632
444,444,Sniper Elite,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,https://media.rawg.io/media/screenshots/a8a/a8adfa5d6c07c7ee2afbb9535dafec48.jpg,0,"500,000 .. 1,000,000",799,2517,0.773539928,10,147.7669654,113.4980794,66.28297055,223.2479339,193.0578512,156.4628099,63.69656203,44.84753363,20.79820628,174.2707809,149.3161209,118.7481108,107.8142202,80.875,42.0837156
445,445,The Silent Age,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,https://media.rawg.io/media/screenshots/b1e/b1ebb9c1d511bac55e4480ad422ea524.jpeg,3,"200,000 .. 500,000",999,6501,0.932779572,12,19.82232012,25.26578561,19.78707783,41.17372881,72.12288136,59.95762712,132.5588235,153.6764706,134.7647059,2.473848556,3.514832162,2.947306792,137.0377358,82.13207547,5.150943396
446,446,The Ascent,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,https://media.rawg.io/media/games/d68/d68eeda4d2bc89241066056efae8f7c2.jpg,4,"500,000 .. 1,000,000",2999,12976,0.768264488,7,29.71537623,16.34569248,15.32933479,189.7385103,35.28209192,5.351822504,243.4314003,45.5572843,10.36350778,68.40303541,21.78583474,16.68634064,146.2659574,25.46409574,3.397606383
447,447,Streamline,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://media.rawg.io/media/screenshots/928/928515db0188ec1703eee284d19a4cc0.jpg,0,"500,000 .. 1,000,000",0,2046,0.710654936,8,42.65227818,185.6115108,201.1390887,34.1715942,6.96,7.472463768,176.3668831,132.7142857,133.3149351,34.97047244,81.90551181,88.77559055,213.4096573,197.0623053,198.9688474
450,450,Hue,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,https://media.rawg.io/media/screenshots/2d9/2d9f74addd8f5b5f83459c2cb700aaf4.jpg,1,"100,000 .. 200,000",1499,1650,0.941212121,8,23.94032819,22.82844356,23.49726504,128.1682692,63.09615385,102.7644231,225.8278146,90.16272469,175.256386,50.19298246,187.377193,226.4122807,230.1095238,98.56190476,55.91904762
451,451,EVERSPACE,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,https://media.rawg.io/media/games/3cd/3cd4cbb8b39f14c8e6970d06142f17cb.jpg,3,"500,000 .. 1,000,000",2999,9631,0.79503686,5,123.6232687,108.2576177,130.3933518,91.2125,73.93863636,80.71704545,30.63824057,42.88509874,64.75224417,217.7458396,183.6051437,160.3403933,182.9126712,117.7260274,85.32534247
452,452,The Medium,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,https://media.rawg.io/media/games/8f5/8f5c25901d96e709ea631599106eda1c.jpg,4,"100,000 .. 200,000",4999,6030,0.891044776,1,89.17396746,47.06382979,21.44806008,30.95121951,29.52970607,26.94308943,185.2116788,181.4051095,174.1386861,77.55606061,88.45151515,87.55151515,190.2201493,104.869403,53.40298507
453,453,LEGO Harry Potter: Years 5-7,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,https://media.rawg.io/media/games/6ad/6ad0779bd730077eb28aa3a50394ed5c.jpg,2,"200,000 .. 500,000",1999,2082,0.893852065,11,135.0675526,80.32115172,51.41085271,200.9651613,133.3819355,81.55483871,46.49241748,40.54326494,34.51828724,223.3878924,200.4125561,191.6816143,45.73239437,116.228169,162.4225352
454,454,Donut County,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,https://media.rawg.io/media/games/035/035b7bd6d015e07e501d2234ec629dc3.jpg,2,"200,000 .. 500,000",1299,5718,0.896117524,8,45.17851501,251.6519221,146.3938915,37.5,79.57142857,62.19548872,210.7971014,195.6376812,206.6666667,37.50788644,218.1285489,126.1253943,134.6122449,117.2040816,108.5408163
455,455,X-COM: Terror From the Deep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,https://media.rawg.io/media/screenshots/75c/75c109a3b66c84787f137d948292c44a_DIwNRKi.jpg,3,"500,000 .. 1,000,000",499,657,0.919330289,3,223.9362981,231.6286058,191.2644231,152.4219178,139.2246575,45.73150685,163.5965569,186.7155689,183.9214072,66.03703704,139.0342936,166.5198903,17.73668639,21.15680473,38.84615385
456,456,Need for Speed: Shift,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,https://media.rawg.io/media/games/22b/22b61e8391b252cbd9be3317709cc68d.jpg,1,"200,000 .. 500,000",0,2599,0.767602924,9,28.30921053,28.89967105,32.36513158,83.6803681,120.9920245,152.6116564,206.0283688,205.8723404,204.7588652,79.22289157,80.17068273,87.04618474,144.0206186,151.95189,165.7371134
457,457,Closure,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,https://media.rawg.io/media/screenshots/405/40567fe45e6074a5b2bfbd4a3fea7809.jpg,2,"200,000 .. 500,000",999,924,0.852813853,3,12.74619289,12.74619289,13.03807107,245.6504065,245.6504065,245.6585366,154.8717949,154.8717949,154.8974359,0.387042632,0.387042632,0.387042632,58.6,58.6,58.92307692
458,458,Polarity,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://media.rawg.io/media/screenshots/ca4/ca4111b9e2efeb0e2472d9ff958d6cd3.jpg,0,"500,000 .. 1,000,000",1299,4763,0.798866261,1,9.817647059,17.97058824,18.77352941,50.58032491,111.9314079,119.1001805,50.75347222,212.6041667,216.3506944,33.17607727,81.60104012,86.63893016,12.24517375,113.3011583,186.1351351
459,459,Twelve Minutes,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,https://media.rawg.io/media/games/0f8/0f808c8ecd5134e76d0a60570f66e56a.jpg,0,"100,000 .. 200,000",2499,5338,0.732671413,8,6.734054054,3.962162162,14.49009009,218.8399168,26.04781705,35.12889813,119.3139535,24.94186047,32.36046512,49.51572327,3.685534591,8.100628931,188.6767677,44.38383838,52.55555556
460,460,Yakuza: Like a Dragon,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,https://media.rawg.io/media/games/a59/a5993b9f84944570a31cb6ad08bfe502.jpg,4,"200,000 .. 500,000",5999,15046,0.965439319,1,202.0749129,105.0592334,44.82055749,43.67734554,6.394736842,4.156750572,243.7903894,189.942005,41.3968517,222.7884131,199.5138539,153.581864,111.2427007,42.36313869,34.9270073
461,461,Moon Hunters,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,https://media.rawg.io/media/screenshots/003/003837236ef9419cbb188905836fcfba.jpg,2,"200,000 .. 500,000",1499,3895,0.792041078,3,69.05413687,83.69662921,90.61797753,31.37482049,52.38822403,61.03925323,219.3603604,204.7927928,182.9459459,164.2124542,146.7655678,121.4652015,85.89864865,111.7837838,166.7094595
462,462,Late Shift,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,https://media.rawg.io/media/games/10b/10bbea9e3307778dd9a4dce704aede2e.jpg,0,"200,000 .. 500,000",1299,7142,0.868804257,4,1.034830431,0.90375802,1.366330584,203.296875,208.1875,224.28125,124.1463415,87.3902439,73.69512195,57.74226804,37.94845361,30.17525773,176.75,139.8333333,127.9285714
463,463,Painkiller: Black Edition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://media.rawg.io/media/screenshots/65b/65ba49d8a3c9ec952f1762112df19dd7.jpg,0,"100,000 .. 200,000",999,1340,0.894776119,1,47.61012117,29.07555239,17.45117605,91.10820896,56.875,34.81716418,236.8727273,206.3454545,162.9727273,202.5180723,131.1295181,78.39759036,136.2679356,89.12591508,54.73792094
464,464,Polyball,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,https://media.rawg.io/media/screenshots/e84/e84f6ed350f1efc4a8fbd7881d9cbebb.jpg,0,"200,000 .. 500,000",1499,1077,0.688950789,6,76.1147541,62.07684426,34.2807377,254.5631769,254.5306859,252.7280385,148.4006515,122.8013029,74.07491857,37.18560606,30.17878788,13.73636364,231.6626506,213.1024096,147.8072289
465,465,Breath of Death VII,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://media.rawg.io/media/screenshots/470/47007a1d93022e6210c3af8a3c5b52a7.jpg,0,"500,000 .. 1,000,000",299,1305,0.83908046,7,28.95720721,232.2537538,15.21171171,24.79758308,41.51057402,186.4924471,204.4290976,198.8637201,172.8729282,1.394863563,1.3964687,2.457463884,51.17639429,113.2853437,32.21400778
466,466,Anachronox,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://media.rawg.io/media/screenshots/6fe/6feeb92f482324e86ee1766dc0943a6d.jpg,3,"200,000 .. 500,000",699,468,0.730769231,6,7.138013372,31.34574976,30.03151862,54.87078652,121.5505618,95.36797753,82.62765957,232.0106383,198.1382979,27.08803165,69.11770524,59.18001978,233.4,241.7555556,224.9333333
467,467,Moving Out,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,https://media.rawg.io/media/games/726/7263e11b6bfb15abe35dcfa3b26147f5.jpg,0,"100,000 .. 200,000",2499,1395,0.773476703,4,224.5923567,232.3757962,217.7834395,149.5194401,156.096423,142.2395023,118.4100106,189.9605964,242.9116081,195.9277978,217.9449458,118.1128159,79.3166287,82.31207289,82.96583144
468,468,Vessel,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,https://media.rawg.io/media/screenshots/b4a/b4ab3798b6f64d3b2866959090b1843a.jpg,2,"200,000 .. 500,000",899,696,0.88362069,3,9.732783991,7.206592113,6.234844026,142.1987578,112.8447205,20.66459627,34.53561767,29.49594229,23.24977457,64.94241843,58.82341651,44.15163148,103.5454545,114.9545455,107.6
469,469,Revenge of the Titans,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,https://media.rawg.io/media/screenshots/ca3/ca31ca841afd79e9af9eeea0592b0e2f.jpg,0,"200,000 .. 500,000",1999,1132,0.828621908,12,1.712271973,1.107794362,2.832504146,45.20608108,10.75337838,72.27027027,19.4690027,12.17789757,28.02291105,81.6746988,115.7349398,42.56626506,103.7313433,10.71641791,149.8358209
470,470,Skyborn,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,https://media.rawg.io/media/screenshots/865/8657fc8f962f3e76ed1cea190323c4ef.jpg,0,"200,000 .. 500,000",1499,1637,0.86927306,2,93.31380338,96.75471698,94.40218471,33.08653846,28.84935897,29.48557692,221.3322785,207.7911392,187.4177215,144.2017804,136.8644906,120.4342235,92.3271028,41.23676012,24.37227414
471,471,The Deed,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://media.rawg.io/media/screenshots/ac6/ac6aacfc445fd572c1283d3a8fce5ca2.jpg,0,"200,000 .. 500,000",99,2502,0.903277378,11,29.69977427,23.01918736,20.67494357,119.5524691,110.7067901,103.5709877,3.346133614,2.19095213,1.724355602,69.96923077,63.45230769,59.68615385,168.9085366,160.5365854,148.8353659
472,472,Wolfenstein 3D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,https://media.rawg.io/media/screenshots/52b/52b958a7b263d4f264648b710e76a236.jpg,0,"200,000 .. 500,000",499,2771,0.945146157,5,89.08513514,85.57972973,6.960810811,0.881578947,0.997076023,0.849415205,119.7325301,123.7168675,123.8421687,8.747787611,8.584070796,161.7345133,16.24770642,58.8440367,65.04587156
473,473,Castlevania: Lords of Shadow 2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,https://media.rawg.io/media/games/df1/df1214c2454b88285fc78fc36bc12cde.jpg,5,"200,000 .. 500,000",3999,4042,0.841909946,2,52.04054795,8.115616438,8.113972603,243.752809,241.9101124,242.3168539,141.2185535,12.30660377,12.41666667,111.6377953,90.81102362,92.19160105,180.0127796,169.3162939,172.0351438
474,474,Particula,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,https://media.rawg.io/media/screenshots/676/676980aa78adec19a441f0c56ea502ba.jpg,0,"500,000 .. 1,000,000",99,2175,0.686896552,2,49.48709122,123.0447504,238.8347676,42.21459695,49.43464052,133.828976,210.2193548,99.43225806,102.9290323,31.69879518,19.26620769,66.82788296,208.0344828,236.0295567,245.729064
475,475,Obduction,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,https://media.rawg.io/media/games/c01/c0137ea58ab81b909685b5fb78d788cc.jpg,0,"200,000 .. 500,000",2999,3263,0.800490346,8,190.3250927,167.1433869,197.7317676,143.7111399,100.876943,84.87046632,196.4983642,151.7033806,124.0054526,100.7417722,87.54683544,129.5493671,87.81471004,56.06930693,53.19377652
476,476,Fearless Fantasy,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,https://media.rawg.io/media/screenshots/bb7/bb7056d822cacc5f4107b727608d47eb.jpeg,2,"500,000 .. 1,000,000",699,1035,0.751690821,5,70.63454921,59.75567791,35.86579491,166.1747312,103.3521505,15.49731183,24.61644951,24.38110749,13.31351792,222.4759825,209.3624454,148.489083,139.7232704,104.9937107,111.9213836
477,477,The Culling Of The Cows,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://media.rawg.io/media/screenshots/387/38756bb95a4da67b406aab36e4ef653c.jpg,0,"200,000 .. 500,000",499,3339,0.740940401,5,46.19747899,78.62605042,86.7605042,18.83188153,14.91550523,12.0130662,95.06200528,76.55540897,40.0237467,59.12231405,46.38016529,27.35206612,169.7317073,114.2642276,60.44308943
478,478,The Incredible Adventures of Van Helsing: Final Cut,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://media.rawg.io/media/games/8be/8be1d2c12a8ff3fdb693d4df128f50f0.jpg,3,"500,000 .. 1,000,000",4499,2989,0.758447641,11,12.1662234,22.1356383,25.16755319,53.57247259,104.9719854,107.683313,85.35193133,178.3991416,201.0901288,33.43230174,69.13636364,75.91779497,73.13421053,138.8960526,139.1421053
